tab	specimens																					
analysts	citations	dir_alpha95	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	instrument_codes	int_corr	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen	volume	weight
	This study		MT	0.7	260.6	-10.9	1.3	1	15	100	hargrave 2018-01-25 12:33:52	u	957	903	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.16	pmagpy-4.2.17: demag_gui	BRIC.16a		
	This study		MT	29.5	111	12.3	20.2	2	7	-1	hargrave 2018-01-25 12:35:25	u	903	798	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.17	pmagpy-4.2.17: demag_gui	BRIC.17a		
	This study		HT	6.3	77.3	-19.4	7.1	2	5	-1	hargrave 2018-01-25 12:35:25	u	957	949	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.17	pmagpy-4.2.17: demag_gui	BRIC.17a		
	This study		MT	29.5	235.2	18.9	20.2	2	7	0	hargrave 2018-01-25 12:35:25	u	903	798	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.17	pmagpy-4.2.17: demag_gui	BRIC.17a		
	This study		HT	6.3	215.3	-22.6	7.1	2	5	0	hargrave 2018-01-25 12:35:25	u	957	949	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.17	pmagpy-4.2.17: demag_gui	BRIC.17a		
	This study		MT	29.5	237.2	-15.9	20.2	2	7	100	hargrave 2018-01-25 12:35:25	u	903	798	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.17	pmagpy-4.2.17: demag_gui	BRIC.17a		
	This study		HT	6.3	190.5	-10.1	7.1	2	5	100	hargrave 2018-01-25 12:35:25	u	957	949	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.17	pmagpy-4.2.17: demag_gui	BRIC.17a		
	This study		MT	13.6	114.2	30	7.9	2	7	-1	hargrave 2018-01-25 14:36:44	u	928	873	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.18	pmagpy-4.2.17: demag_gui	BRIC.18a		
	This study		HT	4.7	141.1	35.8	8.1	2	5	-1	hargrave 2018-01-25 14:36:44	u	960	953	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.18	pmagpy-4.2.17: demag_gui	BRIC.18a		
	This study		MT	13.6	242.8	36.4	7.9	2	7	0	hargrave 2018-01-25 14:36:44	u	928	873	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.18	pmagpy-4.2.17: demag_gui	BRIC.18a		
	This study		HT	4.7	268.6	50.6	8.1	2	5	0	hargrave 2018-01-25 14:36:44	u	960	953	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.18	pmagpy-4.2.17: demag_gui	BRIC.18a		
	This study		MT	13.6	256.4	-13.3	7.9	2	7	100	hargrave 2018-01-25 14:36:44	u	928	873	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.18	pmagpy-4.2.17: demag_gui	BRIC.18a		
	This study		HT	4.7	280.2	-16.7	8.1	2	5	100	hargrave 2018-01-25 14:36:44	u	960	953	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.18	pmagpy-4.2.17: demag_gui	BRIC.18a		
	This study		MT	21.5	167.4	-18.4	18.5	2	13	-1	hargrave 2018-01-25 12:39:46	u	918	674	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.19	pmagpy-4.2.17: demag_gui	BRIC.19a		
	This study		HT	3	148.8	-48.8	4.5	2	7	-1	hargrave 2018-01-25 12:39:46	u	960	949	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.19	pmagpy-4.2.17: demag_gui	BRIC.19a		
	This study		MT	21.5	263.8	7	18.5	2	13	0	hargrave 2018-01-25 12:39:46	u	918	674	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.19	pmagpy-4.2.17: demag_gui	BRIC.19a		
	This study		HT	3	253.7	-25.4	4.5	2	7	0	hargrave 2018-01-25 12:39:46	u	960	949	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.19	pmagpy-4.2.17: demag_gui	BRIC.19a		
	This study		MT	21.5	241.1	-46	18.5	2	13	100	hargrave 2018-01-25 12:39:46	u	918	674	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.19	pmagpy-4.2.17: demag_gui	BRIC.19a		
	This study		HT	3	191.9	-45.1	4.5	2	7	100	hargrave 2018-01-25 12:39:46	u	960	949	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.19	pmagpy-4.2.17: demag_gui	BRIC.19a		
	This study		MT	14.7	330.5	42.2	9.9	2	7	-1	hargrave 2017-03-29 18:17:03	u	918	843	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.1	pmagpy-4.2.17: demag_gui	BRIC.1a		
	This study		HT	6.5	333.3	25.3	10.1	2	4	-1	hargrave 2017-03-29 18:17:03	u	943	928	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.1	pmagpy-4.2.17: demag_gui	BRIC.1a		
	This study		MT	14.7	228.8	21.5	9.9	2	7	0	hargrave 2017-03-29 18:17:03	u	918	843	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.1	pmagpy-4.2.17: demag_gui	BRIC.1a		
	This study		HT	6.5	227.8	4.4	10.1	2	4	0	hargrave 2017-03-29 18:17:03	u	943	928	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.1	pmagpy-4.2.17: demag_gui	BRIC.1a		
	This study		MT	14.7	237.2	-9.4	9.9	2	7	100	hargrave 2017-03-29 18:17:03	u	918	843	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.1	pmagpy-4.2.17: demag_gui	BRIC.1a		
	This study		HT	6.5	220.5	-14.5	10.1	2	4	100	hargrave 2017-03-29 18:17:03	u	943	928	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.1	pmagpy-4.2.17: demag_gui	BRIC.1a		
	This study		MT	14.7	247.1	15.2	4.8	2	11	-1	hargrave 2018-01-25 12:41:16	u	953	918	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.20	pmagpy-4.2.17: demag_gui	BRIC.20a		
	This study		HT	1.8	208.5	-21.3	3	2	3	-1	hargrave 2018-01-25 12:41:16	u	959	955	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.20	pmagpy-4.2.17: demag_gui	BRIC.20a		
	This study		MT	14.7	245.8	27.1	4.8	2	11	0	hargrave 2018-01-25 12:41:16	u	953	918	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.20	pmagpy-4.2.17: demag_gui	BRIC.20a		
	This study		HT	1.8	187.6	22.3	3	2	3	0	hargrave 2018-01-25 12:41:16	u	959	955	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.20	pmagpy-4.2.17: demag_gui	BRIC.20a		
	This study		MT	14.7	249.7	-20.5	4.8	2	11	100	hargrave 2018-01-25 12:41:16	u	953	918	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.20	pmagpy-4.2.17: demag_gui	BRIC.20a		
	This study		HT	1.8	228	27.7	3	2	3	100	hargrave 2018-01-25 12:41:16	u	959	955	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.20	pmagpy-4.2.17: demag_gui	BRIC.20a		
	This study		MT	4.8	290.9	44.2	4.3	1	20	-1	hargrave 2018-04-11 09:32:12	u	957	833	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.21	pmagpy-4.2.17: demag_gui	BRIC.21a		
	This study		MT	4.8	235.5	33.4	4.3	1	20	0	hargrave 2018-04-11 09:32:12	u	957	833	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.21	pmagpy-4.2.17: demag_gui	BRIC.21a		
	This study		MT	4.8	250.6	-9.7	4.3	1	20	100	hargrave 2018-04-11 09:32:12	u	957	833	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.21	pmagpy-4.2.17: demag_gui	BRIC.21a		
	This study		MT	4	265.3	35.8	4	1	10	-1	hargrave 2017-03-29 18:55:28	u	943	873	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.22	pmagpy-4.2.17: demag_gui	BRIC.22a		
	This study		MT	4	240.1	31.2	4	1	10	0	hargrave 2017-03-29 18:55:28	u	943	873	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.22	pmagpy-4.2.17: demag_gui	BRIC.22a		
	This study		MT	4	250.6	-14.2	4	1	10	100	hargrave 2017-03-29 18:55:28	u	943	873	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.22	pmagpy-4.2.17: demag_gui	BRIC.22a		
	This study		MT	6.7	279.5	54.2	1.4	1	10	-1	hargrave 2017-03-29 19:00:16	u	943	873	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.23	pmagpy-4.2.17: demag_gui	BRIC.23a		
	This study		MT	6.7	254.3	36.1	1.4	1	10	0	hargrave 2017-03-29 19:00:16	u	943	873	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.23	pmagpy-4.2.17: demag_gui	BRIC.23a		
	This study		MT	6.7	262.1	-20.9	1.4	1	10	100	hargrave 2017-03-29 19:00:16	u	943	873	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.23	pmagpy-4.2.17: demag_gui	BRIC.23a		
	This study		MT	29.6	281.9	21.2	13.5	2	9	-1	hargrave 2017-03-29 19:02:48	u	923	833	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.24	pmagpy-4.2.17: demag_gui	BRIC.24a		
	This study		HT	5.2	329.3	-43.9	23.8	2	6	-1	hargrave 2017-03-29 19:02:48	u	957	947	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.24	pmagpy-4.2.17: demag_gui	BRIC.24a		
	This study		MT	29.6	249.4	14.6	13.5	2	9	0	hargrave 2017-03-29 19:02:48	u	923	833	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.24	pmagpy-4.2.17: demag_gui	BRIC.24a		
	This study		HT	5.2	267.6	-62.3	23.8	2	6	0	hargrave 2017-03-29 19:02:48	u	957	947	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.24	pmagpy-4.2.17: demag_gui	BRIC.24a		
	This study		MT	29.6	239.8	-29.9	13.5	2	9	100	hargrave 2017-03-29 19:02:48	u	923	833	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.24	pmagpy-4.2.17: demag_gui	BRIC.24a		
	This study		HT	5.2	140.5	-38.9	23.8	2	6	100	hargrave 2017-03-29 19:02:48	u	957	947	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.24	pmagpy-4.2.17: demag_gui	BRIC.24a		
	This study		MT	6.2	300.9	42.8	3.3	2	9	-1	hargrave 2018-04-11 09:33:28	u	947	913	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.25	pmagpy-4.2.17: demag_gui	BRIC.25a		
	This study		HT	15.6	324.9	15.3	32.7	2	5	-1	hargrave 2018-04-11 09:33:28	u	957	949	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.25	pmagpy-4.2.17: demag_gui	BRIC.25a		
	This study		MT	6.2	251.3	36.5	3.3	2	9	0	hargrave 2018-04-11 09:33:28	u	947	913	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.25	pmagpy-4.2.17: demag_gui	BRIC.25a		
	This study		HT	15.6	269	6.3	32.7	2	5	0	hargrave 2018-04-11 09:33:28	u	957	949	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.25	pmagpy-4.2.17: demag_gui	BRIC.25a		
	This study		MT	6.2	260.7	-18.8	3.3	2	9	100	hargrave 2018-04-11 09:33:28	u	947	913	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.25	pmagpy-4.2.17: demag_gui	BRIC.25a		
	This study		HT	15.6	244.5	-50.6	32.7	2	5	100	hargrave 2018-04-11 09:33:28	u	957	949	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.25	pmagpy-4.2.17: demag_gui	BRIC.25a		
	This study		MT	25	246.8	46.2	15.6	2	7	-1	hargrave 2018-01-25 12:45:28	u	923	853	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.26	pmagpy-4.2.17: demag_gui	BRIC.26a		
	This study		HT	13.4	303.6	-15.1	24.1	2	5	-1	hargrave 2018-01-25 12:45:28	u	957	949	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.26	pmagpy-4.2.17: demag_gui	BRIC.26a		
	This study		MT	25	248.2	43.8	15.6	2	7	0	hargrave 2018-01-25 12:45:28	u	923	853	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.26	pmagpy-4.2.17: demag_gui	BRIC.26a		
	This study		HT	13.4	232.1	-34.7	24.1	2	5	0	hargrave 2018-01-25 12:45:28	u	957	949	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.26	pmagpy-4.2.17: demag_gui	BRIC.26a		
	This study		MT	25	265	-12.4	15.6	2	7	100	hargrave 2018-01-25 12:45:28	u	923	853	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.26	pmagpy-4.2.17: demag_gui	BRIC.26a		
	This study		HT	13.4	180.3	-26.5	24.1	2	5	100	hargrave 2018-01-25 12:45:28	u	957	949	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.26	pmagpy-4.2.17: demag_gui	BRIC.26a		
	This study		MT	5.4	269.4	31.1	12.1	2	9	-1	hargrave 2018-01-25 14:38:21	u	938	873	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.27	pmagpy-4.2.17: demag_gui	BRIC.27a		
	This study		HT	5.3	277.6	21.7	8.8	2	5	-1	hargrave 2018-01-25 14:38:21	u	960	953	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.27	pmagpy-4.2.17: demag_gui	BRIC.27a		
	This study		MT	5.4	224.7	28.2	12.1	2	9	0	hargrave 2018-01-25 14:38:21	u	938	873	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.27	pmagpy-4.2.17: demag_gui	BRIC.27a		
	This study		HT	5.3	227.1	16.5	8.8	2	5	0	hargrave 2018-01-25 14:38:21	u	960	953	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.27	pmagpy-4.2.17: demag_gui	BRIC.27a		
	This study		MT	5.4	242	-3.4	12.1	2	9	100	hargrave 2018-01-25 14:38:21	u	938	873	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.27	pmagpy-4.2.17: demag_gui	BRIC.27a		
	This study		HT	5.3	231.8	-9.7	8.8	2	5	100	hargrave 2018-01-25 14:38:21	u	960	953	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.27	pmagpy-4.2.17: demag_gui	BRIC.27a		
	This study		MT	22.9	229.4	50.2	5.1	2	10	-1	hargrave 2018-01-25 12:48:19	u	943	873	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.28	pmagpy-4.2.17: demag_gui	BRIC.28a		
	This study		HT	4.9	130.4	47	22.1	2	4	-1	hargrave 2018-01-25 12:48:19	u	957	951	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.28	pmagpy-4.2.17: demag_gui	BRIC.28a		
	This study		MT	22.9	242.7	58.9	5.1	2	10	0	hargrave 2018-01-25 12:48:19	u	943	873	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.28	pmagpy-4.2.17: demag_gui	BRIC.28a		
	This study		HT	4.9	28.8	57.6	22.1	2	4	0	hargrave 2018-01-25 12:48:19	u	957	951	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.28	pmagpy-4.2.17: demag_gui	BRIC.28a		
	This study		MT	22.9	275.1	-0.5	5.1	2	10	100	hargrave 2018-01-25 12:48:19	u	943	873	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.28	pmagpy-4.2.17: demag_gui	BRIC.28a		
	This study		HT	4.9	334.5	12.9	22.1	2	4	100	hargrave 2018-01-25 12:48:19	u	957	951	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.28	pmagpy-4.2.17: demag_gui	BRIC.28a		
	This study		MT	23.9	244	38.7	13	2	7	-1	hargrave 2018-01-25 12:49:48	u	918	843	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.29	pmagpy-4.2.17: demag_gui	BRIC.29a		
	This study		HT	8.6	208.7	25.5	6.8	2	5	-1	hargrave 2018-01-25 12:49:48	u	960	953	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.29	pmagpy-4.2.17: demag_gui	BRIC.29a		
	This study		MT	6.9	194.5	56.9	7.2	2	10	0	hargrave 2018-01-25 12:49:48	u	943	873	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.29	pmagpy-4.2.17: demag_gui	BRIC.29a		
	This study		HT	10.9	179.4	53.1	12.5	2	4	0	hargrave 2018-01-25 12:49:48	u	960	955	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.29	pmagpy-4.2.17: demag_gui	BRIC.29a		
	This study		MT	23.9	257.8	3.8	13	2	7	100	hargrave 2018-01-25 12:49:48	u	918	843	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.29	pmagpy-4.2.17: demag_gui	BRIC.29a		
	This study		HT	8.6	261.8	36.1	6.8	2	5	100	hargrave 2018-01-25 12:49:48	u	960	953	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.29	pmagpy-4.2.17: demag_gui	BRIC.29a		
	This study		MT	22.8	331	42.8	11.8	2	14	-1	hargrave 2017-03-30 08:46:15	u	913	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.2	pmagpy-4.2.17: demag_gui	BRIC.2a		
	This study		HT	6.6	312.6	-0.4	3.6	2	5	-1	hargrave 2017-03-30 08:46:15	u	943	923	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.2	pmagpy-4.2.17: demag_gui	BRIC.2a		
	This study		MT	22.8	248.9	24.8	11.8	2	14	0	hargrave 2017-03-30 08:46:15	u	913	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.2	pmagpy-4.2.17: demag_gui	BRIC.2a		
	This study		HT	6.6	222.7	-13.8	3.6	2	5	0	hargrave 2017-03-30 08:46:15	u	943	923	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.2	pmagpy-4.2.17: demag_gui	BRIC.2a		
	This study		MT	22.8	249.2	-24.1	11.8	2	14	100	hargrave 2017-03-30 08:46:15	u	913	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.2	pmagpy-4.2.17: demag_gui	BRIC.2a		
	This study		HT	6.6	201	-14.7	3.6	2	5	100	hargrave 2017-03-30 08:46:15	u	943	923	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.2	pmagpy-4.2.17: demag_gui	BRIC.2a		
	This study		MT	15.4	259.6	37.5	5.7	2	7	-1	hargrave 2018-01-25 12:51:19	u	933	893	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.30	pmagpy-4.2.17: demag_gui	BRIC.30a		
	This study		HT	7.3	226.2	56.2	6.5	2	6	-1	hargrave 2018-01-25 12:51:19	u	957	947	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.30	pmagpy-4.2.17: demag_gui	BRIC.30a		
	This study		MT	15.4	236.1	35.3	5.7	2	7	0	hargrave 2018-01-25 12:51:19	u	933	893	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.30	pmagpy-4.2.17: demag_gui	BRIC.30a		
	This study		HT	7.3	242.8	64	6.5	2	6	0	hargrave 2018-01-25 12:51:19	u	957	947	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.30	pmagpy-4.2.17: demag_gui	BRIC.30a		
	This study		MT	15.4	252.6	-9.3	5.7	2	7	100	hargrave 2018-01-25 12:51:19	u	933	893	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.30	pmagpy-4.2.17: demag_gui	BRIC.30a		
	This study		HT	7.3	279.2	2.4	6.5	2	6	100	hargrave 2018-01-25 12:51:19	u	957	947	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.30	pmagpy-4.2.17: demag_gui	BRIC.30a		
	This study		MT	60.2	260.1	14	6.6	2	15	-1	hargrave 2018-01-25 12:54:13	u	918	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.31	pmagpy-4.2.17: demag_gui	BRIC.31a		
	This study		HT	2	331.3	-39.9	2.6	2	12	-1	hargrave 2018-01-25 12:54:13	u	960	933	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.31	pmagpy-4.2.17: demag_gui	BRIC.31a		
	This study		MT	60.2	250.9	16.8	6.6	2	15	0	hargrave 2018-01-25 12:54:13	u	918	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.31	pmagpy-4.2.17: demag_gui	BRIC.31a		
	This study		HT	2	296.5	-60	2.6	2	12	0	hargrave 2018-01-25 12:54:13	u	960	933	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.31	pmagpy-4.2.17: demag_gui	BRIC.31a		
	This study		MT	60.2	242.9	-30.1	6.6	2	15	100	hargrave 2018-01-25 12:54:13	u	918	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.31	pmagpy-4.2.17: demag_gui	BRIC.31a		
	This study		HT	2	124.6	-46.8	2.6	2	12	100	hargrave 2018-01-25 12:54:13	u	960	933	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.31	pmagpy-4.2.17: demag_gui	BRIC.31a		
	This study		MT	41.6	354.8	74.1	14	2	16	-1	hargrave 2018-01-25 12:55:47	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.32	pmagpy-4.2.17: demag_gui	BRIC.32a		
	This study		HT	5.8	345.1	11.4	9.1	2	9	-1	hargrave 2018-01-25 12:55:47	u	957	938	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.32	pmagpy-4.2.17: demag_gui	BRIC.32a		
	This study		MT	41.6	221.1	37.1	14	2	16	0	hargrave 2018-01-25 12:55:47	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.32	pmagpy-4.2.17: demag_gui	BRIC.32a		
	This study		HT	5.8	206.9	-24.3	9.1	2	9	0	hargrave 2018-01-25 12:55:47	u	957	938	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.32	pmagpy-4.2.17: demag_gui	BRIC.32a		
	This study		MT	41.6	249.4	2.5	14	2	16	100	hargrave 2018-01-25 12:55:47	u	923	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.32	pmagpy-4.2.17: demag_gui	BRIC.32a		
	This study		HT	5.8	186.7	-3.1	9.1	2	9	100	hargrave 2018-01-25 12:55:47	u	957	938	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.32	pmagpy-4.2.17: demag_gui	BRIC.32a		
	This study		MT	46.5	256.8	57.8	7.9	2	13	-1	hargrave 2018-01-25 12:57:17	u	923	723	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.33	pmagpy-4.2.17: demag_gui	BRIC.33a		
	This study		HT	4.2	132.7	17.1	6.6	2	7	-1	hargrave 2018-01-25 12:57:17	u	959	947	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.33	pmagpy-4.2.17: demag_gui	BRIC.33a		
	This study		MT	46.5	235.6	50.3	7.9	2	13	0	hargrave 2018-01-25 12:57:17	u	923	723	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.33	pmagpy-4.2.17: demag_gui	BRIC.33a		
	This study		HT	4.2	47.8	37.3	6.6	2	7	0	hargrave 2018-01-25 12:57:17	u	959	947	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.33	pmagpy-4.2.17: demag_gui	BRIC.33a		
	This study		MT	46.5	265.6	-1.6	7.9	2	13	100	hargrave 2018-01-25 12:57:17	u	923	723	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.33	pmagpy-4.2.17: demag_gui	BRIC.33a		
	This study		HT	4.2	357.2	23.2	6.6	2	7	100	hargrave 2018-01-25 12:57:17	u	959	947	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.33	pmagpy-4.2.17: demag_gui	BRIC.33a		
	This study		MT	32.4	28.3	32.8	8.5	2	8	-1	hargrave 2018-01-25 12:58:44	u	928	853	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.34	pmagpy-4.2.17: demag_gui	BRIC.34a		
	This study		HT	0	121.5	59.9	12.5	2	4	-1	hargrave 2018-01-25 12:58:44	u	957	951	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	BRIC.34	pmagpy-4.2.17: demag_gui	BRIC.34a		
	This study		MT	32.4	247.1	20.2	8.5	2	8	0	hargrave 2018-01-25 12:58:44	u	928	853	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.34	pmagpy-4.2.17: demag_gui	BRIC.34a		
	This study		HT	0	317.9	64.6	12.5	2	4	0	hargrave 2018-01-25 12:58:44	u	957	951	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRIC.34	pmagpy-4.2.17: demag_gui	BRIC.34a		
	This study		MT	32.4	244	-25.2	8.5	2	8	100	hargrave 2018-01-25 12:58:44	u	928	853	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.34	pmagpy-4.2.17: demag_gui	BRIC.34a		
	This study		HT	0	308.4	-7.5	12.5	2	4	100	hargrave 2018-01-25 12:58:44	u	957	951	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRIC.34	pmagpy-4.2.17: demag_gui	BRIC.34a		
	This study		MT	1.5	131.8	13.3	5.1	1	16	-1	hargrave 2018-01-25 14:05:59	u	947	823	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.35	pmagpy-4.2.17: demag_gui	BRIC.35a		
	This study		MT	1.5	247.5	21.8	5.1	1	16	0	hargrave 2018-01-25 14:05:59	u	947	823	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.35	pmagpy-4.2.17: demag_gui	BRIC.35a		
	This study		MT	1.5	245.7	-24.8	5.1	1	16	100	hargrave 2018-01-25 14:05:59	u	947	823	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.35	pmagpy-4.2.17: demag_gui	BRIC.35a		
	This study		MT	12.6	255.6	36.1	13.1	1	9	-1	hargrave 2018-04-11 09:34:42	u	938	873	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.36	pmagpy-4.2.17: demag_gui	BRIC.36a		
	This study		MT	12.6	203.4	38.5	13.1	1	9	0	hargrave 2018-04-11 09:34:42	u	938	873	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.36	pmagpy-4.2.17: demag_gui	BRIC.36a		
	This study		MT	12.6	247.2	16.4	13.1	1	9	100	hargrave 2018-04-11 09:34:42	u	938	873	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.36	pmagpy-4.2.17: demag_gui	BRIC.36a		
